University,Country,university_normalized,id,display_name,display_name_alternatives,country_code,country
Aalborg University,Denmark,aalborg university,https://openalex.org/I891191580,Aalborg University,"[""Aalborg Universitet""]",DK,Denmark
Aalto University,Finland,aalto university,https://openalex.org/I9927081,Aalto University,"[""Aalto-Universitetet"", ""Aalto-Yliopisto""]",FI,Finland
Aarhus University,Denmark,aarhus university,https://openalex.org/I204337017,Aarhus University,"[""Aarhus Universitet""]",DK,Denmark
Åbo Akademi University,Finland,abo akademi university,https://openalex.org/I130217899,Åbo Akademi University,"[""\u00c5bo Akademi""]",FI,Finland
Academy of Scientific and Innovative Research,India,academy of scientific and innovative research,https://openalex.org/I99364266,Academy of Scientific and Innovative Research,[],IN,India
Adam Mickiewicz University in Poznań,Poland,adam mickiewicz university in poznan,https://openalex.org/I59411706,Adam Mickiewicz University in Poznań,[],PL,Poland
Addis Ababa University,Ethiopia,addis ababa university,https://openalex.org/I4537092,Addis Ababa University,"[""University College of Addis Ababa"", ""Haile Selassie I University ""]",ET,Ethiopia
AGH University of Science and Technology,Poland,agh university of science and technology,https://openalex.org/I686019,AGH University of Science and Technology,"[""University of Mining and Metallurgy"", ""Akademia G\u00f3rniczo-Hutnicza im. Stanis\u0142awa Staszica""]",PL,Poland
Ain Shams University,Egypt,ain shams university,https://openalex.org/I107720978,Ain Shams University,[],EG,Egypt
Air Force Medical University,China,air force medical university,https://openalex.org/I9916479,Air Force Medical University,"[""Fourth Military Medical University"", ""People's Medical College of Northwestern Military Region"", ""First Military Medical College of PLA""]",CN,China
Aix-Marseille University,France,aix-marseille university,https://openalex.org/I21491767,Aix-Marseille University,"[""University of Provence"", ""University of the Mediterranean"", ""Paul C\u00e9zanne University"", ""Universit\u00e9 d'Aix-Marseille""]",FR,France
Ajou University,South Korea,ajou university,https://openalex.org/I57664883,Ajou University,[],KR,South Korea
Akdeniz University,Turkey,akdeniz university,https://openalex.org/I197907453,Akdeniz University,"[""Akdeniz \u00dcniversitesi""]",TR,Turkey
Alexandria University,Egypt,alexandria university,https://openalex.org/I84524832,Alexandria University,[],EG,Egypt
Aligarh Muslim University,India,aligarh muslim university,https://openalex.org/I171210897,Aligarh Muslim University,[],IN,India
American University of Beirut,Lebanon,american university of beirut,https://openalex.org/I98635879,American University of Beirut,[],LB,Lebanon
Amirkabir University of Technology,Iran,amirkabir university of technology,https://openalex.org/I158248296,Amirkabir University of Technology,"[""Tehran Polytechnic""]",IR,Iran
Anadolu University,Turkey,anadolu university,https://openalex.org/I133743585,Anadolu University,"[""Anadolu \u00dcniversitesi""]",TR,Turkey
Anhui Agricultural University,China,anhui agricultural university,https://openalex.org/I140221134,Anhui Agricultural University,[],CN,China
Anhui Medical University,China,anhui medical university,https://openalex.org/I197869895,Anhui Medical University,"[""\u0100nhu\u012b Y\u012bk\u0113 D\u00e0xu\u00e9""]",CN,China
Anhui Normal University,China,anhui normal university,https://openalex.org/I4472751,Anhui Normal University,[],CN,China
Anhui University,China,anhui university,https://openalex.org/I143868143,Anhui University,"[""\u0101nhu\u012b d\u00e0xu\u00e9""]",CN,China
Anhui University of Science and Technology,China,anhui university of science and technology,https://openalex.org/I184681353,Anhui University of Science and Technology,"[""\u0100nhu\u012b L\u01d0g\u014dng D\u00e0xu\u00e9""]",CN,China
Anhui University of Technology,China,anhui university of technology,https://openalex.org/I92178344,Anhui University of Technology,"[""\u0100nhu\u012b G\u014dngy\u00e8 D\u00e0xu\u00e9""]",CN,China
Ankara University,Turkey,ankara university,https://openalex.org/I149218525,Ankara University,"[""Ankara \u00dcniversitesi""]",TR,Turkey
Annamalai University,India,annamalai university,https://openalex.org/I197081775,Annamalai University,[],IN,India
Ariel University,Israel,ariel university,https://openalex.org/I52170813,Ariel University,[],IL,Israel
Aristotle University of Thessaloniki,Greece,aristotle university of thessaloniki,https://openalex.org/I21370196,Aristotle University of Thessaloniki,"[""Aristotelian University""]",GR,Greece
Arizona State University,United States,arizona state university,https://openalex.org/I55732556,Arizona State University,[],US,United States
Army Medical University,China,army medical university,https://openalex.org/I151075929,Army Medical University,"[""Third Military Medical University""]",CN,China
Assiut University,Egypt,assiut university,https://openalex.org/I91041137,Assiut University,[],EG,Egypt
Aston University,United Kingdom,aston university,https://openalex.org/I169199633,Aston University,[],GB,United Kingdom
Atatürk University,Turkey,ataturk university,https://openalex.org/I64134780,Atatürk University,"[""Atat\u00fcrk \u00dcniversitesi""]",TR,Turkey
Auburn University,United States,auburn university,https://openalex.org/I82497590,Auburn University,[],US,United States
Auckland University of Technology,New Zealand,auckland university of technology,https://openalex.org/I39854758,Auckland University of Technology,"[""Auckland Institute of Technology""]",NZ,New Zealand
Augusta University,United States,augusta university,https://openalex.org/I25041050,Augusta University,"[""Georgia Regents University""]",US,United States
Australian Catholic University,Australia,australian catholic university,https://openalex.org/I86695891,Australian Catholic University,[],AU,Australia
Australian National University,Australia,australian national university,https://openalex.org/I118347636,Australian National University,[],AU,Australia
Babeș-Bolyai University,Romania,babes-bolyai university,https://openalex.org/I3125347698,Babeș-Bolyai University,"[""Universitatea Babe\u0219-Bolyai"", ""Babe\u0219-Bolyai Tudom\u00e1nyegyetem""]",RO,Romania
Babol Noshirvani University of Technology,Iran,babol noshirvani university of technology,https://openalex.org/I84248293,Babol Noshirvani University of Technology,"[""Noshirvani Institute of Technology""]",IR,Iran
Banaras Hindu University,India,banaras hindu university,https://openalex.org/I91357014,Banaras Hindu University,"[""Kashi Hindu Vishvavidyalay"", ""Benares Hindu University""]",IN,India
Bangor University,United Kingdom,bangor university,https://openalex.org/I161548249,Bangor University,"[""University College of North Wales"", ""University of Wales, Bangor""]",GB,United Kingdom
Bar-Ilan University,Israel,bar-ilan university,https://openalex.org/I13955877,Bar-Ilan University,[],IL,Israel
Başkent University,Turkey,baskent university,https://openalex.org/I188740104,Başkent University,"[""Ba\u015fkent \u00dcniversitesi""]",TR,Turkey
Baylor College of Medicine,United States,baylor college of medicine,https://openalex.org/I181547552,Baylor College of Medicine,[],US,United States
Baylor University,United States,baylor university,https://openalex.org/I157394403,Baylor University,[],US,United States
Beihang University,China,beihang university,https://openalex.org/I82880672,Beihang University,"[""Beijing University of Aeronautics and Astronautics""]",CN,China
Beijing Forestry University,China,beijing forestry university,https://openalex.org/I31683504,Beijing Forestry University,[],CN,China
Beijing Institute of Technology,China,beijing institute of technology,https://openalex.org/I125839683,Beijing Institute of Technology,[],CN,China
Beijing Jiaotong University,China,beijing jiaotong university,https://openalex.org/I21193070,Beijing Jiaotong University,"[""Northern Jiaotong University""]",CN,China
Beijing Normal University,China,beijing normal university,https://openalex.org/I25254941,Beijing Normal University,"[""B\u011bij\u012bng Sh\u012bf\u00e0n D\u00e0xu\u00e9""]",CN,China
Beijing Technology and Business University,China,beijing technology and business university,https://openalex.org/I179026463,Beijing Technology and Business University,[],CN,China
Beijing University of Chemical Technology,China,beijing university of chemical technology,https://openalex.org/I75390827,Beijing University of Chemical Technology,"[""B\u011bij\u012bng Hu\u00e0g\u014dng D\u00e0xu\u00e9""]",CN,China
Beijing University of Chinese Medicine,China,beijing university of chinese medicine,https://openalex.org/I17747738,Beijing University of Chinese Medicine,[],CN,China
Beijing University of Posts & Telecommunications,China,beijing university of posts and telecommunications,https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,[],CN,China
Beijing University of Technology,China,beijing university of technology,https://openalex.org/I37796252,Beijing University of Technology,"[""B\u011bij\u012bng G\u014dngy\u00e8 D\u00e0xu\u00e9"", ""Beijing Polytechnic University""]",CN,China
Ben-Gurion University of the Negev,Israel,ben-gurion university of the negev,https://openalex.org/I124227911,Ben-Gurion University of the Negev,"[""Universitat Ben Gurion Banegev""]",IL,Israel
Bharathiar University,India,bharathiar university,https://openalex.org/I111575329,Bharathiar University,[],IN,India
Bielefeld University,Germany,bielefeld university,https://openalex.org/I20121455,Bielefeld University,[],DE,Germany
Bilkent University,Turkey,bilkent university,https://openalex.org/I168864056,Bilkent University,"[""Bilkent \u00dcniversitesi""]",TR,Turkey
Boğaziçi University,Turkey,bogazici university,https://openalex.org/I4405392,Boğaziçi University,"[""Bo\u011fazi\u00e7i \u00dcniversitesi""]",TR,Turkey
Boston College,United States,boston college,https://openalex.org/I103531236,Boston College,[],US,United States
Boston University,United States,boston university,https://openalex.org/I111088046,Boston University,"[""Boston U""]",US,United States
Brandeis University,United States,brandeis university,https://openalex.org/I6902469,Brandeis University,[],US,United States
Brigham Young University,United States,brigham young university,https://openalex.org/I100005738,Brigham Young University,[],US,United States
Brock University,Canada,brock university,https://openalex.org/I186803428,Brock University,[],CA,Canada
Brown University,United States,brown university,https://openalex.org/I27804330,Brown University,[],US,United States
Brunel University London,United Kingdom,brunel university london,https://openalex.org/I59433898,Brunel University London,[],GB,United Kingdom
Bu-Ali Sina University,Iran,bu-ali sina university,https://openalex.org/I167694869,Bu-Ali Sina University,[],IR,Iran
Budapest University of Technology and Economics,Hungary,budapest university of technology and economics,https://openalex.org/I29770179,Budapest University of Technology and Economics,"[""Budapesti M\u0171szaki \u00e9s Gazdas\u00e1gtudom\u00e1nyi Egyetem""]",HU,Hungary
Cairo University,Egypt,cairo university,https://openalex.org/I145487455,Cairo University,"[""King Fuad I University""]",EG,Egypt
California Institute of Technology,United States,california institute of technology,https://openalex.org/I122411786,California Institute of Technology,"[""Caltech""]",US,United States
Capital Medical University,China,capital medical university,https://openalex.org/I183519381,Capital Medical University,[],CN,China
Capital Normal University,China,capital normal university,https://openalex.org/I96852419,Capital Normal University,"[""Sh\u01d2ud\u016b Sh\u012bf\u00e0n D\u00e0xu\u00e9""]",CN,China
Cardiff University,United Kingdom,cardiff university,https://openalex.org/I79510175,Cardiff University,[],GB,United Kingdom
Carl von Ossietzky University of Oldenburg,Germany,carl von ossietzky university of oldenburg,https://openalex.org/I129877168,Carl von Ossietzky University of Oldenburg,"[""University of Oldenburg""]",DE,Germany
Carleton University,Canada,carleton university,https://openalex.org/I67031392,Carleton University,[],CA,Canada
Carlos III University of Madrid,Spain,carlos iii university of madrid,https://openalex.org/I50357001,Carlos III University of Madrid,"[""UC3M""]",ES,Spain
Carnegie Mellon University,United States,carnegie mellon university,https://openalex.org/I74973139,Carnegie Mellon University,[],US,United States
Case Western Reserve University,United States,case western reserve university,https://openalex.org/I58956616,Case Western Reserve University,"[""Case"", ""Case Western Reserve""]",US,United States
Catholic University of Korea,South Korea,catholic university of korea,https://openalex.org/I87111246,Catholic University of Korea,[],KR,South Korea
Central China Normal University,China,central china normal university,https://openalex.org/I40963666,Central China Normal University,"[""Huazhong Normal University""]",CN,China
Central South University,China,central south university,https://openalex.org/I139660479,Central South University,[],CN,China
Chalmers University of Technology,Sweden,chalmers university of technology,https://openalex.org/I66862912,Chalmers University of Technology,"[""Chalmers"", ""Chalmers Tekniska H\u00f6gskola""]",SE,Sweden
Chang Gung University,Taiwan,chang gung university,https://openalex.org/I173093425,Chang Gung University,[],TW,Taiwan
Chang’an University,China,chang'an university,https://openalex.org/I25355098,Chang'an University,"[""Ch\u00e1ng'\u0101n D\u00e0xu\u00e9""]",CN,China
Changsha University of Science and Technology,China,changsha university of science and technology,https://openalex.org/I56934997,Changsha University of Science and Technology,"[""Ch\u00e1ngsh\u0101 L\u01d0g\u014dng D\u00e0xu\u00e9""]",CN,China
Changzhou University,China,changzhou university,https://openalex.org/I4210153482,Changzhou University,[],CN,China
Charles Sturt University,Australia,charles sturt university,https://openalex.org/I153230381,Charles Sturt University,[],AU,Australia
Chemnitz University of Technology,Germany,chemnitz university of technology,https://openalex.org/I2610724,Chemnitz University of Technology,"[""Technische Universit\u00e4t Chemnitz"", ""TU Chemnitz""]",DE,Germany
Chengdu University of Technology,China,chengdu university of technology,https://openalex.org/I31595395,Chengdu University of Technology,[],CN,China
Chiang Mai University,Thailand,chiang mai university,https://openalex.org/I48076826,Chiang Mai University,[],TH,Thailand
Chiba University,Japan,chiba university,https://openalex.org/I159385669,Chiba University,"[""Chiba Daigaku""]",JP,Japan
China Academy of Chinese Medical Sciences,China,china academy of chinese medical sciences,https://openalex.org/I4210141683,China Academy of Chinese Medical Sciences,[],CN,China
China Agricultural University,China,china agricultural university,https://openalex.org/I52158045,China Agricultural University,"[""Zh\u014dnggu\u00f3 N\u00f3ngy\u00e8 D\u00e0xu\u00e9""]",CN,China
China Jiliang University,China,china jiliang university,https://openalex.org/I55538621,China Jiliang University,"[""China Institute of Metrology""]",CN,China
China Medical University,China,china medical university,https://openalex.org/I91656880,China Medical University,[],CN,China
China Pharmaceutical University,China,china pharmaceutical university,https://openalex.org/I161716053,China Pharmaceutical University,[],CN,China
China Three Gorges University,China,china three gorges university,https://openalex.org/I161350542,China Three Gorges University,[],CN,China
China University of Geosciences,China,china university of geosciences,https://openalex.org/I3124059619,China University of Geosciences,"[""Wuhan College of Geology"", ""Hubei College of Geology"", ""Beijing Institute of Geology""]",CN,China
China University of Mining and Technology,China,china university of mining and technology,https://openalex.org/I25757504,China University of Mining and Technology,"[""Zh\u014dnggu\u00f3 Ku\u00e0ngy\u00e8 D\u00e0xu\u00e9""]",CN,China
China University of Petroleum Beijing,China,china university of petroleum beijing,https://openalex.org/I204553293,"China University of Petroleum, Beijing","[""Zh\u014dnggu\u00f3 Sh\u00edy\u00f3u D\u00e0xu\u00e9""]",CN,China
China University of Petroleum East China,China,china university of petroleum east china,https://openalex.org/I4210162190,"China University of Petroleum, East China",[],CN,China
Chinese University of Hong Kong,China,chinese university of hong kong,https://openalex.org/I177725633,Chinese University of Hong Kong,[],CN,China
Chongqing Medical University,China,chongqing medical university,https://openalex.org/I87780372,Chongqing Medical University,"[""Chongqing University of Medical Sciences""]",CN,China
Chongqing University,China,chongqing university,https://openalex.org/I158842170,Chongqing University,"[""Ch\u00f3ngq\u00ecng D\u00e0xu\u00e9""]",CN,China
Chongqing University of Posts and Telecommunications,China,chongqing university of posts and telecommunications,https://openalex.org/I10535382,Chongqing University of Posts and Telecommunications,[],CN,China
Chonnam National University,South Korea,chonnam national university,https://openalex.org/I111277659,Chonnam National University,[],KR,South Korea
Chosun University,South Korea,chosun university,https://openalex.org/I152238500,Chosun University,[],KR,South Korea
Chulalongkorn University,Thailand,chulalongkorn university,https://openalex.org/I158708052,Chulalongkorn University,[],TH,Thailand
Chung Shan Medical University,Taiwan,chung shan medical university,https://openalex.org/I91279580,Chung Shan Medical University,[],TW,Taiwan
Chung Yuan Christian University,Taiwan,chung yuan christian university,https://openalex.org/I151221077,Chung Yuan Christian University,"[""Tiong-g\u00f4an-t\u0101i-ha\u030dk""]",TW,Taiwan
Chung-Ang University,South Korea,chung-ang university,https://openalex.org/I67900169,Chung-Ang University,[],KR,South Korea
Chungbuk National University,South Korea,chungbuk national university,https://openalex.org/I163753206,Chungbuk National University,[],KR,South Korea
Chungnam National University,South Korea,chungnam national university,https://openalex.org/I196345858,Chungnam National University,[],KR,South Korea
City University of Hong Kong,China,city university of hong kong,https://openalex.org/I168719708,City University of Hong Kong,[],CN,China
Clemson University,United States,clemson university,https://openalex.org/I8078737,Clemson University,"[""Clemson Agricultural College of South Carolina""]",US,United States
Colorado School of Mines,United States,colorado school of mines,https://openalex.org/I167576493,Colorado School of Mines,[],US,United States
Colorado State University,United States,colorado state university,https://openalex.org/I92446798,Colorado State University,"[""Colorado Agricultural College"", ""Colorado State College of Agriculture and Mechanic Arts""]",US,United States
Columbia University,United States,columbia university,https://openalex.org/I78577930,Columbia University,"[""King's College "", ""Columbia College"", ""Columbia University in the City of New York""]",US,United States
Complutense University of Madrid,Spain,complutense university of madrid,https://openalex.org/I121748325,Complutense University of Madrid,"[""Universidad de Madrid""]",ES,Spain
Concordia University,Canada,concordia university,https://openalex.org/I60158472,Concordia University,"[""Concordia""]",CA,Canada
Cornell University,United States,cornell university,https://openalex.org/I205783295,Cornell University,[],US,United States
Coventry University,United Kingdom,coventry university,https://openalex.org/I73417466,Coventry University,[],GB,United Kingdom
Cranfield University,United Kingdom,cranfield university,https://openalex.org/I82284825,Cranfield University,[],GB,United Kingdom
Çukurova University,Turkey,cukurova university,https://openalex.org/I55931168,Cukurova University,"[""\u00c7ukurova \u00dcniversitesi""]",TR,Turkey
Curtin University,Australia,curtin university,https://openalex.org/I205640436,Curtin University,"[""Curtin University of Technology""]",AU,Australia
Daegu Gyeongbuk Institute of Science and Technology,South Korea,daegu gyeongbuk institute of science and technology,https://openalex.org/I193352282,Daegu Gyeongbuk Institute of Science and Technology,[],KR,South Korea
Dalhousie University,Canada,dalhousie university,https://openalex.org/I129902397,Dalhousie University,"[""Dalhousie College"", ""The Governors of Dalhousie College and University ""]",CA,Canada
Dalian Maritime University,China,dalian maritime university,https://openalex.org/I43313876,Dalian Maritime University,"[""Dalian Marine College""]",CN,China
Dalian Medical University,China,dalian medical university,https://openalex.org/I191996457,Dalian Medical University,[],CN,China
Dalian University of Technology,China,dalian university of technology,https://openalex.org/I27357992,Dalian University of Technology,"[""D\u00e0li\u00e1n L\u01d0g\u014dng D\u00e0xu\u00e9""]",CN,China
Dankook University,South Korea,dankook university,https://openalex.org/I89015989,Dankook University,[],KR,South Korea
Dartmouth College,United States,dartmouth college,https://openalex.org/I107672454,Dartmouth College,[],US,United States
Deakin University,Australia,deakin university,https://openalex.org/I149704539,Deakin University,[],AU,Australia
Delft University of Technology,Netherlands,delft university of technology,https://openalex.org/I98358874,Delft University of Technology,"[""TU Delft""]",NL,Netherlands
Democritus University of Thrace,Greece,democritus university of thrace,https://openalex.org/I147962203,Democritus University of Thrace,[],GR,Greece
Dokuz Eylül University,Turkey,dokuz eylul university,https://openalex.org/I193615760,Dokuz Eylül University,"[""Dokuz Eyl\u00fcl \u00dcniversitesi""]",TR,Turkey
Dong-a University,South Korea,dong-a university,https://openalex.org/I51226738,Dong-A University,[],KR,South Korea
Dongguk University,South Korea,dongguk university,https://openalex.org/I205490536,Dongguk University,[],KR,South Korea
Donghua University,China,donghua university,https://openalex.org/I181326427,Donghua University,"[""D\u014dnghu\u00e1 D\u00e0xu\u00e9""]",CN,China
Drexel University,United States,drexel university,https://openalex.org/I72816309,Drexel University,"[""Drexel Institute"", ""Drexel Institute of Technology""]",US,United States
Dublin City University,Ireland,dublin city university,https://openalex.org/I42934936,Dublin City University,[],IE,Ireland
Duke University,United States,duke university,https://openalex.org/I170897317,Duke University,[],US,United States
Durham University,United Kingdom,durham university,https://openalex.org/I190082696,Durham University,[],GB,United Kingdom
East Carolina University,United States,east carolina university,https://openalex.org/I186335123,East Carolina University,"[""East Carolina""]",US,United States
East China Normal University,China,east china normal university,https://openalex.org/I66867065,East China Normal University,[],CN,China
East China University of Science and Technology,China,east china university of science and technology,https://openalex.org/I143593769,East China University of Science and Technology,"[""Hu\u00e1d\u014dng L\u01d0g\u014dng D\u00e0xu\u00e9""]",CN,China
Ecole Polytechnique Fédérale de Lausanne,Switzerland,ecole polytechnique federale de lausanne,https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,[],CH,Switzerland
Edith Cowan University,Australia,edith cowan university,https://openalex.org/I12079687,Edith Cowan University,[],AU,Australia
Ege University,Turkey,ege university,https://openalex.org/I41641357,Ege University,[],TR,Turkey
Ehime University,Japan,ehime university,https://openalex.org/I43545212,Ehime University,"[""Ehime Daigaku""]",JP,Japan
Eindhoven University of Technology,Netherlands,eindhoven university of technology,https://openalex.org/I83019370,Eindhoven University of Technology,"[""Technische Hogeschool Eindhoven""]",NL,Netherlands
Emory University,United States,emory university,https://openalex.org/I150468666,Emory University,[],US,United States
Eötvös Loránd University,Hungary,eotvos lorand university,https://openalex.org/I106118109,Eötvös Loránd University,"[""Royal University of Pest"", ""University of Budapest"", ""P\u00e1zm\u00e1ny P\u00e9ter University""]",HU,Hungary
Erasmus University Rotterdam,Netherlands,erasmus university rotterdam,https://openalex.org/I913958620,Erasmus University Rotterdam,[],NL,Netherlands
Erciyes University,Turkey,erciyes university,https://openalex.org/I87673952,Erciyes University,"[""Erciyes \u00dcniversitesi""]",TR,Turkey
Eskişehir Osmangazi University,Turkey,eskisehir osmangazi university,https://openalex.org/I51209816,Eskişehir Osmangazi University,"[""Eski\u015fehir Osmangazi \u00dcniversitesi""]",TR,Turkey
Ewha Womans University,South Korea,ewha womans university,https://openalex.org/I138925566,Ewha Womans University,[],KR,South Korea
Federal University of Lavras,Brazil,federal university of lavras,https://openalex.org/I1315085146,Federal University of Lavras,[],BR,Brazil
Federal University of Para,Brazil,federal university of para,https://openalex.org/I59606676,Federal University of Para,[],BR,Brazil
Federal University of Paraíba,Brazil,federal university of paraiba,https://openalex.org/I169045520,Federal University of Paraíba,[],BR,Brazil
Federal University of Pernambuco,Brazil,federal university of pernambuco,https://openalex.org/I25112270,Federal University of Pernambuco,"[""Universidade Federal de Pernambuco""]",BR,Brazil
Federal University of Rio Grande do Norte,Brazil,federal university of rio grande do norte,https://openalex.org/I35046152,Federal University of Rio Grande do Norte,[],BR,Brazil
Federal University of Rio Grande do Sul,Brazil,federal university of rio grande do sul,https://openalex.org/I130442723,Federal University of Rio Grande do Sul,[],BR,Brazil
Federal University of São Carlos,Brazil,federal university of sao carlos,https://openalex.org/I177909021,Federal University of São Carlos,[],BR,Brazil
Federal University of Uberlândia,Brazil,federal university of uberlandia,https://openalex.org/I80850581,Federal University of Uberlândia,[],BR,Brazil
Feng Chia University,Taiwan,feng chia university,https://openalex.org/I4880106,Feng Chia University,"[""F\u00e9ngji\u01ce D\u00e0xu\u00e9""]",TW,Taiwan
Ferdowsi University of Mashhad,Iran,ferdowsi university of mashhad,https://openalex.org/I86958956,Ferdowsi University of Mashhad,[],IR,Iran
Fırat University,Turkey,firat university,https://openalex.org/I143396566,Fırat University,"[""Elaz\u0131\u011f Technical College"", ""Elaz\u0131\u011f State Academy of Engineering and Architecture""]",TR,Turkey
Flinders University,Australia,flinders university,https://openalex.org/I169541294,Flinders University,"[""Flinders University of South Australia""]",AU,Australia
Florida Atlantic University,United States,florida atlantic university,https://openalex.org/I63772739,Florida Atlantic University,"[""Florida Atlantic""]",US,United States
Florida International University,United States,florida international university,https://openalex.org/I19700959,Florida International University,[],US,United States
Florida State University,United States,florida state university,https://openalex.org/I103163165,Florida State University,[],US,United States
Freie Universität Berlin,Germany,freie universitat berlin,https://openalex.org/I75951250,Freie Universität Berlin,"[""FU Berlin""]",DE,Germany
Friedrich Schiller University Jena,Germany,friedrich schiller university jena,https://openalex.org/I76198965,Friedrich Schiller University Jena,[],DE,Germany
Fudan University,China,fudan university,https://openalex.org/I24943067,Fudan University,[],CN,China
Fujian Agriculture and Forestry University,China,fujian agriculture and forestry university,https://openalex.org/I61057504,Fujian Agriculture and Forestry University,[],CN,China
Fujian Medical University,China,fujian medical university,https://openalex.org/I129708740,Fujian Medical University,[],CN,China
Fujian Normal University,China,fujian normal university,https://openalex.org/I111753288,Fujian Normal University,[],CN,China
Fuzhou University,China,fuzhou university,https://openalex.org/I80947539,Fuzhou University,"[""F\u00fazh\u014du D\u00e0xu\u00e9""]",CN,China
Gachon University,South Korea,gachon university,https://openalex.org/I12832649,Gachon University,[],KR,South Korea
Gazi University,Turkey,gazi university,https://openalex.org/I95634034,Gazi University,"[""Gazi \u00dcniversitesi""]",TR,Turkey
Gdańsk University of Technology,Poland,gdansk university of technology,https://openalex.org/I169333911,Gdańsk University of Technology,"[""Politechnika Gda\u0144ska""]",PL,Poland
George Mason University,United States,george mason university,https://openalex.org/I162714631,George Mason University,[],US,United States
George Washington University,United States,george washington university,https://openalex.org/I193531525,George Washington University,[],US,United States
Georgetown University,United States,georgetown university,https://openalex.org/I184565670,Georgetown University,[],US,United States
Georgia Institute of Technology,United States,georgia institute of technology,https://openalex.org/I130701444,Georgia Institute of Technology,"[""Georgia Tech""]",US,United States
Georgia State University,United States,georgia state university,https://openalex.org/I181565077,Georgia State University,[],US,United States
Ghent University,Belgium,ghent university,https://openalex.org/I32597200,Ghent University,"[""UGent""]",BE,Belgium
Gifu University,Japan,gifu university,https://openalex.org/I42405503,Gifu University,"[""Gifu Daigaku""]",JP,Japan
Goethe University Frankfurt,Germany,goethe university frankfurt,https://openalex.org/I114090438,Goethe University Frankfurt,"[""Johann Wolfgang Goethe-Universit\u00e4t Frankfurt am Main""]",DE,Germany
Graz University of Technology,Austria,graz university of technology,https://openalex.org/I4092182,Graz University of Technology,[],AT,Austria
Griffith University,Australia,griffith university,https://openalex.org/I11701301,Griffith University,[],AU,Australia
Guangdong Pharmaceutical University,China,guangdong pharmaceutical university,https://openalex.org/I190242452,Guangdong Pharmaceutical University,"[""Gu\u01cengd\u014dng y\u00e0o xu\u00e9yu\u00e0n""]",CN,China
Guangdong University of Technology,China,guangdong university of technology,https://openalex.org/I139024713,Guangdong University of Technology,"[""Gu\u01cengd\u014dng G\u014dngy\u00e8 D\u00e0xu\u00e9""]",CN,China
Guangxi Medical University,China,guangxi medical university,https://openalex.org/I160354086,Guangxi Medical University,"[""Gu\u01cengx\u012b Y\u012bk\u0113 D\u00e0xu\u00e9""]",CN,China
Guangxi Normal University,China,guangxi normal university,https://openalex.org/I29739308,Guangxi Normal University,"[""Gu\u01cengx\u012b sh\u012bf\u00e0n d\u00e0xu\u00e9""]",CN,China
Guangxi University,China,guangxi university,https://openalex.org/I150807315,Guangxi University,"[""Gu\u01cengx\u012b D\u00e0xu\u00e9""]",CN,China
Guangzhou Medical University,China,guangzhou medical university,https://openalex.org/I92039509,Guangzhou Medical University,"[""Guangzhou Medical College""]",CN,China
GuangZhou University,China,guangzhou university,https://openalex.org/I37987034,Guangzhou University,"[""Gu\u01cengzh\u014du d\u00e0xu\u00e9""]",CN,China
Guangzhou University of Chinese Medicine,China,guangzhou university of chinese medicine,https://openalex.org/I117532281,Guangzhou University of Chinese Medicine,"[""Gu\u01cengzh\u014du Zh\u014dng y\u012by\u00e0o d\u00e0xu\u00e9""]",CN,China
Guilin University of Technology,China,guilin university of technology,https://openalex.org/I38706770,Guilin University of Technology,[],CN,China
Guizhou University,China,guizhou university,https://openalex.org/I178232147,Guizhou University,"[""Gu\u00eczh\u014du D\u00e0xu\u00e9""]",CN,China
Gunma University,Japan,gunma university,https://openalex.org/I165735259,Gunma University,"[""Gunma daigaku""]",JP,Japan
Guru Nanak Dev University,India,guru nanak dev university,https://openalex.org/I165682329,Guru Nanak Dev University,[],IN,India
Gwangju Institute of Science & Technology,South Korea,gwangju institute of science and technology,https://openalex.org/I39534123,Gwangju Institute of Science and Technology,"[""Kwangju Institute of Science and Technology""]",KR,South Korea
Gyeongsang National University,South Korea,gyeongsang national university,https://openalex.org/I189442560,Gyeongsang National University,[],KR,South Korea
Hacettepe University,Turkey,hacettepe university,https://openalex.org/I66514158,Hacettepe University,"[""Hacettepe \u00dcniversitesi""]",TR,Turkey
Hainan University,China,hainan university,https://openalex.org/I20942203,Hainan University,"[""H\u01cein\u00e1n D\u00e0xu\u00e9""]",CN,China
Hallym University,South Korea,hallym university,https://openalex.org/I146824383,Hallym University,[],KR,South Korea
Hangzhou Dianzi University,China,hangzhou dianzi university,https://openalex.org/I50760025,Hangzhou Dianzi University,"[""H\u00e1ngzh\u014du di\u00e0nz\u01d0 k\u0113j\u00ec d\u00e0xu\u00e9"", ""Hangzhou Institute of Electrical Engineering""]",CN,China
Hangzhou Normal University,China,hangzhou normal university,https://openalex.org/I163151501,Hangzhou Normal University,"[""H\u00e1ngzh\u014du Sh\u012bf\u00e0n D\u00e0xu\u00e9""]",CN,China
Hannover Medical School,Germany,hannover medical school,https://openalex.org/I34809795,Hannover Medical School,[],DE,Germany
Hanyang University,South Korea,hanyang university,https://openalex.org/I4575257,Hanyang University,[],KR,South Korea
